indicator,factor_1,factor_2,factor_3,factor_4
v2xpe_exlpol,-0.7587531810690615,-0.4523033948038588,-0.06292281228966416,-0.07726121486112612
v2xpe_exlgeo,-0.5199648903244772,-0.6982674089266621,-0.18180237676419042,-0.04452736748285818
v2x_corr,-0.4459425859862073,-0.7520421428095729,0.23718912180135043,0.053973600446892214
v2x_pubcorr,-0.4686859830246828,-0.7057537377073021,0.2201521591788069,0.020472958635322523
v2x_execorr,-0.5024272185264432,-0.691965468292815,0.21229889935106117,0.03615593540893784
v2x_gender,0.7667451248642028,0.3713832756293358,0.37095031870347533,0.08151518646586096
v2x_gencl,0.8108688888942063,0.3185857147137795,0.2199353170794686,0.0629510126046834
v2x_gencs,0.7627880220049928,0.28757454169016894,0.3207059086805299,0.09137545836690894
v2x_genpp,0.47245567675242023,0.3749441003158575,0.4557137106034729,0.06242123940491258
v2x_rule,0.7274026005962306,0.5780454591679157,-0.12169278514508643,-0.05378149397638818
v2xcl_acjst,0.7897441690861529,0.4059902535556689,0.07688666556705502,-0.021043479697147902
v2xcl_prpty,0.7712256271677874,0.17799626238006672,0.17998981825658317,0.083189456207931
v2xdd_i_ci,0.15355651275586604,0.1996698901129536,-0.018000668986397184,0.6388514465861094
v2xdd_i_rf,0.15726894506042194,0.19360565376602004,-0.11451531949380311,0.6050860385366176
v2xdd_i_or,0.14184481467649332,0.08536918667656271,0.06814930845487277,0.4666191778800576
v2xdd_i_pl,-0.010564836956066366,-0.01577418933713444,0.27694924986938013,0.25926101667991125
v2xdd_cic,0.176885489855386,0.22416612101383754,-0.07248609212804602,0.7094154717740954
v2xdd_toc,0.07026314909564592,0.034799345897331774,0.2580759902063817,0.46483462650238466
v2xcs_ccsi,0.9446816328888039,0.07857077754089592,0.0644062973553383,-0.02078820322266715
v2x_elecreg,0.2982937326436771,0.12255008679542928,0.6358731607104935,-0.062754092013239
v2xex_elecreg,0.11987777788194016,-0.3801392055380083,0.535863333517751,0.3476325957517953
v2xlg_elecreg,0.29191691277667065,0.13638970528469052,0.6309378718413984,-0.07069536696873396
v2x_EDcomp_thick,0.8682341902550059,0.3272671468968958,0.19018255669901005,0.035908735334815645
v2x_freexp,0.952229699150432,0.15511826354339064,0.08226124777334225,0.012846160782150048
v2xme_altinf,0.949189626651398,0.01761605364707952,0.03888079383173774,-0.013813097624395077
v2xcl_dmove,0.7765820713044178,0.14576546294001166,0.2489575598361879,0.053082561795452864
v2xcl_slave,0.6721247770884273,0.23995154507233146,0.215607558605804,0.07541382446189257
